candidate,direction,timestamp,entryPrice,MFE_Pct,MAE_Pct,MFE_1000ms,MAE_1000ms,MFE_2000ms,MAE_2000ms,MFE_3000ms,MAE_3000ms,MFE_5000ms,MAE_5000ms,MFE_10000ms,MAE_10000ms,MFE_15000ms,MAE_15000ms,MFE_30000ms,MAE_30000ms,MFE_60000ms,MAE_60000ms,MFE_120000ms,MAE_120000ms,MFE_300000ms,MAE_300000ms
A,LONG,2026-09-18T13:11:54.960Z,105.6,0.17045,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.02841,0.17045,0.02841
C,LONG,2026-09-18T13:11:54.960Z,105.6,0.17045,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.02841,0.17045,0.02841
A,LONG,2026-09-18T13:11:56.986Z,105.6,0.17045,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.02841,0.17045,0.02841
C,LONG,2026-09-18T13:11:56.986Z,105.6,0.17045,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.02841,0.17045,0.02841
A,LONG,2026-09-18T13:12:05.618Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.01894,0.03788,0.16097,0.03788
C,LONG,2026-09-18T13:12:05.618Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.01894,0.03788,0.16097,0.03788
B,LONG,2026-09-18T13:12:06.637Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.01894,0.03788,0.16097,0.03788
D,LONG,2026-09-18T13:12:06.637Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.01894,0.03788,0.16097,0.03788
A,LONG,2026-09-18T13:12:13.261Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.01894,0.03788,0.16097,0.03788
C,LONG,2026-09-18T13:12:13.261Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.01894,0.03788,0.16097,0.03788
A,SHORT,2026-09-18T13:12:21.345Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.01894,0.01894,0.03788,0.01894,0.17992
C,SHORT,2026-09-18T13:12:21.345Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.01894,0.01894,0.03788,0.01894,0.17992
A,SHORT,2026-09-18T13:12:25.379Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.02841,0.01894,0.03788,0.01894,0.17992
A,SHORT,2026-09-18T13:12:26.881Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.02841,0.01894,0.03788,0.01894,0.17992
C,SHORT,2026-09-18T13:12:26.881Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.01894,0.02841,0.01894,0.03788,0.01894,0.17992
A,SHORT,2026-09-18T13:12:31.941Z,105.58,0.00000,0.19890,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.03789,0.00000,0.04736,0.00000,0.06630,0.00000,0.19890
C,SHORT,2026-09-18T13:12:31.941Z,105.58,0.00000,0.19890,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.03789,0.00000,0.04736,0.00000,0.06630,0.00000,0.19890
A,LONG,2026-09-18T13:12:32.452Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
C,LONG,2026-09-18T13:12:32.452Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
A,LONG,2026-09-18T13:12:33.452Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
C,LONG,2026-09-18T13:12:33.452Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
A,SHORT,2026-09-18T13:12:42.588Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00947,0.03788,0.00947,0.05682,0.00947,0.18941
C,SHORT,2026-09-18T13:12:42.588Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00947,0.03788,0.00947,0.05682,0.00947,0.18941
A,SHORT,2026-09-18T13:12:46.142Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00947,0.02841,0.00947,0.03788,0.00947,0.05682,0.00947,0.18941
C,SHORT,2026-09-18T13:12:46.142Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00947,0.02841,0.00947,0.03788,0.00947,0.05682,0.00947,0.18941
A,LONG,2026-09-18T13:12:47.359Z,105.6,0.17045,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.02841,0.01894,0.02841,0.03788,0.02841,0.17045,0.02841
C,LONG,2026-09-18T13:12:47.359Z,105.6,0.17045,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.00947,0.02841,0.01894,0.02841,0.03788,0.02841,0.17045,0.02841
A,LONG,2026-09-18T13:12:49.664Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.03788,0.00947,0.03788,0.02841,0.03788,0.16097,0.03788
B,LONG,2026-09-18T13:12:49.664Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.03788,0.00947,0.03788,0.02841,0.03788,0.16097,0.03788
C,LONG,2026-09-18T13:12:49.664Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.03788,0.00947,0.03788,0.02841,0.03788,0.16097,0.03788
D,LONG,2026-09-18T13:12:49.664Z,105.61,0.16097,0.03788,0.00000,0.00947,0.00000,0.00947,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.02841,0.00000,0.03788,0.00947,0.03788,0.02841,0.03788,0.16097,0.03788
A,LONG,2026-09-18T13:12:50.670Z,105.62,0.15149,0.04734,0.00000,0.00947,0.00000,0.03787,0.00000,0.03787,0.00000,0.03787,0.00000,0.03787,0.00000,0.03787,0.00000,0.04734,0.00000,0.04734,0.01894,0.04734,0.15149,0.04734
C,LONG,2026-09-18T13:12:50.670Z,105.62,0.15149,0.04734,0.00000,0.00947,0.00000,0.03787,0.00000,0.03787,0.00000,0.03787,0.00000,0.03787,0.00000,0.03787,0.00000,0.04734,0.00000,0.04734,0.01894,0.04734,0.15149,0.04734
A,SHORT,2026-09-18T13:12:51.687Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.00947,0.03788,0.00947,0.05682,0.00947,0.18941
C,SHORT,2026-09-18T13:12:51.687Z,105.59,0.00947,0.18941,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00947,0.01894,0.00947,0.03788,0.00947,0.05682,0.00947,0.18941
A,LONG,2026-09-18T13:12:53.194Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
B,LONG,2026-09-18T13:12:53.194Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
C,LONG,2026-09-18T13:12:53.194Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
D,LONG,2026-09-18T13:12:53.194Z,105.59,0.17994,0.01894,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17994,0.01894
A,SHORT,2026-09-18T13:12:56.251Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17992
C,SHORT,2026-09-18T13:12:56.251Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17992
A,SHORT,2026-09-18T13:13:01.360Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17992
C,SHORT,2026-09-18T13:13:01.360Z,105.6,0.01894,0.17992,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.02841,0.01894,0.02841,0.01894,0.04735,0.01894,0.17992
A,LONG,2026-09-18T13:13:04.910Z,105.6,0.17992,0.02841,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.17992,0.02841
B,LONG,2026-09-18T13:13:04.910Z,105.6,0.17992,0.02841,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.17992,0.02841
C,LONG,2026-09-18T13:13:04.910Z,105.6,0.17992,0.02841,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.17992,0.02841
D,LONG,2026-09-18T13:13:04.910Z,105.6,0.17992,0.02841,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.01894,0.00000,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.17992,0.02841
A,LONG,2026-09-18T13:13:07.440Z,105.59,0.19888,0.01894,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.02841,0.01894,0.03788,0.01894,0.04735,0.01894,0.19888,0.01894
B,LONG,2026-09-18T13:13:07.440Z,105.59,0.19888,0.01894,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.02841,0.01894,0.03788,0.01894,0.04735,0.01894,0.19888,0.01894
C,LONG,2026-09-18T13:13:07.440Z,105.59,0.19888,0.01894,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.02841,0.01894,0.03788,0.01894,0.04735,0.01894,0.19888,0.01894
D,LONG,2026-09-18T13:13:07.440Z,105.59,0.19888,0.01894,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.01894,0.02841,0.01894,0.03788,0.01894,0.04735,0.01894,0.19888,0.01894
A,SHORT,2026-09-18T13:13:11.484Z,105.59,0.00947,0.20835,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.03788,0.00947,0.03788,0.00947,0.04735,0.00947,0.05682,0.00947,0.20835
C,SHORT,2026-09-18T13:13:11.484Z,105.59,0.00947,0.20835,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.01894,0.00947,0.03788,0.00947,0.03788,0.00947,0.04735,0.00947,0.05682,0.00947,0.20835
A,LONG,2026-09-18T13:13:13.502Z,105.6,0.18939,0.02841,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.01894,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.18939,0.02841
B,LONG,2026-09-18T13:13:13.502Z,105.6,0.18939,0.02841,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.01894,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.18939,0.02841
C,LONG,2026-09-18T13:13:13.502Z,105.6,0.18939,0.02841,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.01894,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.18939,0.02841
D,LONG,2026-09-18T13:13:13.502Z,105.6,0.18939,0.02841,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.02841,0.01894,0.02841,0.01894,0.02841,0.01894,0.02841,0.02841,0.02841,0.03788,0.02841,0.18939,0.02841
A,SHORT,2026-09-18T13:13:15.007Z,105.58,0.00000,0.27467,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.04736,0.00000,0.04736,0.00000,0.04736,0.00000,0.05683,0.00000,0.06630,0.00000,0.26520
B,SHORT,2026-09-18T13:13:15.007Z,105.58,0.00000,0.27467,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.04736,0.00000,0.04736,0.00000,0.04736,0.00000,0.05683,0.00000,0.06630,0.00000,0.26520
C,SHORT,2026-09-18T13:13:15.007Z,105.58,0.00000,0.27467,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.04736,0.00000,0.04736,0.00000,0.04736,0.00000,0.05683,0.00000,0.06630,0.00000,0.26520
D,SHORT,2026-09-18T13:13:15.007Z,105.58,0.00000,0.27467,0.00000,0.00947,0.00000,0.00947,0.00000,0.01894,0.00000,0.02841,0.00000,0.04736,0.00000,0.04736,0.00000,0.04736,0.00000,0.05683,0.00000,0.06630,0.00000,0.26520
A,LONG,2026-09-18T13:13:19.279Z,105.61,0.23672,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.23672,0.02841
B,LONG,2026-09-18T13:13:19.279Z,105.61,0.23672,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.23672,0.02841
C,LONG,2026-09-18T13:13:19.279Z,105.61,0.23672,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.23672,0.02841
D,LONG,2026-09-18T13:13:19.279Z,105.61,0.23672,0.02841,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.23672,0.02841
A,LONG,2026-09-18T13:13:22.275Z,105.61,0.23672,0.02841,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.23672,0.02841
C,LONG,2026-09-18T13:13:22.275Z,105.61,0.23672,0.02841,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.00947,0.02841,0.00947,0.02841,0.01894,0.02841,0.02841,0.02841,0.23672,0.02841
A,SHORT,2026-09-18T13:13:26.609Z,105.62,0.02840,0.23670,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.01894,0.02840,0.02840,0.02840,0.23670
B,SHORT,2026-09-18T13:13:26.609Z,105.62,0.02840,0.23670,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.01894,0.02840,0.02840,0.02840,0.23670
C,SHORT,2026-09-18T13:13:26.609Z,105.62,0.02840,0.23670,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.01894,0.02840,0.02840,0.02840,0.23670
D,SHORT,2026-09-18T13:13:26.609Z,105.62,0.02840,0.23670,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00947,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.00947,0.02840,0.01894,0.02840,0.02840,0.02840,0.23670
B,SHORT,2026-09-18T13:13:28.112Z,105.61,0.01894,0.24619,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.00000,0.00947,0.01894,0.00947,0.01894,0.00947,0.01894,0.01894,0.01894,0.03788,0.01894,0.03788,0.01894,0.24619
